Price,Area,Bedrooms,Bathrooms,Location,Builder,Status
89 L,1071 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
53 L,1116 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
20 L,691 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
50.4 L,900 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
31 L,758 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
56 L,1395 ,3 ,3 Bathrooms,tambaram west,nan,Under Construction
51.3 L,900 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
56.64 L,944 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
42.21 L,890 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
82.88 L,1295 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
66.12 L,1051 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
53.5 L,958 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
53.01 L,930 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
56.4 L,940 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
59.36 L,930 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
83 L,1024 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
66.65 L,1025 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
90 L,1335 ,3 ,2 Bathrooms,tambaram west,nan,Ready to move
46.54 L,862 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
41.06 L,870 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
54 L,1089 ,3 ,3 Bathrooms,tambaram west,nan,Under Construction
59.92 L,908 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
44.55 L,810 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
51.39 L,1082 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
64.9 L,1180 ,3 ,3 Bathrooms,tambaram west,nan,Under Construction
57 L,818 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
75.77 L,1184 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
56.29 L,886 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
59.85 L,1050 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
55.62 L,927 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
57.45 L,900 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
56.5 L,802 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
1 Cr,1141 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
49 L,905 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
53 L,1018 ,3 ,2 Bathrooms,tambaram west,nan,Under Construction
56.16 L,851 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
68.03 L,1063 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
66.12 L,1051 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
67.26 L,1180 ,3 ,3 Bathrooms,tambaram west,nan,Under Construction
56 L,915 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
1.04 Cr,1220 ,3 ,3 Bathrooms,tambaram west,nan,Under Construction
46.54 L,862 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
79.23 L,1280 ,3 ,2 Bathrooms,tambaram west,nan,Under Construction
52.2 L,791 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
30 L,727 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
32 L,762 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
59.13 L,934 ,3 ,2 Bathrooms,tambaram west,nan,Ready to move
66.17 L,1018 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
56.5 L,800 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
37 L,887 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
64.2 L,1200 ,3 ,2 Bathrooms,tambaram west,nan,Ready to move
45 L,798 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
45 L,982 ,2 ,2 Bathrooms,tambaram west,Horizon Property Developers Horizon AKP Paradise,Ready to move
55 L,1085 ,3 ,2 Bathrooms,tambaram west,nan,Ready to move
34 L,950 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
47 L,847 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
66 L,1335 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
32 L,2400 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
1.17 Cr,1781 ,4 ,4 Bathrooms,tambaram west,nan,Ready to move
64.2 L,1200 ,3 ,2 Bathrooms,tambaram west,nan,Ready to move
48.77 L,929 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
1.03 Cr,1586 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
75 L,1200 ,3 ,2 Bathrooms,tambaram west,nan,Ready to move
63.8 L,980 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
1.25 Cr,1926 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
1.05 Cr,1598 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
48.77 L,929 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
63.25 L,900 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
91.8 L,1391 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
78.39 L,1206 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
54.08 L,1038 ,3 ,2 Bathrooms,tambaram west,nan,Under Construction
65.65 L,1060 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
78.93 L,1196 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
62.33 L,959 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
63 L,856 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
71.5 L,1150 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
1.24 Cr,1891 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
69.6 L,1243 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
55.44 L,872 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
55.8 L,900 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
1.12 Cr,1673 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
81.6 L,1200 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
76.04 L,1110 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
62.8 L,1013 ,2 ,2 Bathrooms,tambaram west,nan,Ready to move
91.18 L,1361 ,3 ,3 Bathrooms,tambaram west,nan,Ready to move
50.4 L,900 ,2 ,2 Bathrooms,tambaram west,nan,Under Construction
64 L,957 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
82 L,1225 ,3 ,nan,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
57.47 L,950 ,2 ,nan,Perungalathur,Shah Paradise,Under Construction
40 L,954 ,2 ,2 Bathrooms,Perungalathur,Marutham Heritage,Ready to move
62 L,1030 ,3 ,2 Bathrooms,Perungalathur,nan,Ready to move
65 L,1290 ,2 ,2 Bathrooms,Perungalathur,nan,Under Construction
34.27 L,595 ,1 ,1 Bathrooms,Perungalathur,nan,Ready to move
57 L,824 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
40.22 L,856 ,2 ,2 Bathrooms,Perungalathur,nan,Ready to move
90 L,1400 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
1.4 Cr,1890 ,3 ,nan,Perungalathur,Shriprop Park 63 Phase 2A,Under Construction
87.16 L,1225 ,3 ,2 Bathrooms,Perungalathur,nan,Under Construction
45.54 L,1047 ,2 ,nan,Perungalathur,Ruby Royal Tower,Under Construction
80 L,1225 ,3 ,nan,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
87 L,1225 ,3 ,3 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
40 L,709 ,2 ,2 Bathrooms,Perungalathur,nan,Ready to move
1.01 Cr,1730 ,3 ,3 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
75 L,1497 ,3 ,3 Bathrooms,Perungalathur,TVS Green Acres,Ready to move
57.47 L,950 ,2 ,nan,Perungalathur,Shah Paradise,Under Construction
65 L,1694 ,3 ,3 Bathrooms,Perungalathur,L and T SSM Nagar,Ready to move
55.47 L,1193 ,3 ,3 Bathrooms,Perungalathur,TVS Green Acres,Under Construction
94 L,1400 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
45.54 L,1047 ,2 ,nan,Perungalathur,Ruby Royal Tower,Under Construction
45.54 L,1047 ,2 ,nan,Perungalathur,Ruby Royal Tower,Under Construction
87.17 L,1225 ,3 ,3 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
1.02 Cr,1770 ,3 ,3 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
62 L,957 ,2 ,2 Bathrooms,Perungalathur,nan,Under Construction
30 L,1046 ,3 ,2 Bathrooms,Perungalathur,Anirudh Bhartwaj Nagar Mudichur,Ready to move
76 L,1230 ,3 ,3 Bathrooms,Perungalathur,TVS Green Acres,Under Construction
58 L,640 ,1 ,1 Bathrooms,Perungalathur,Shriram Park 63,Ready to move
1.12 Cr,1730 ,3 ,3 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
55 L,1005 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
80 L,1225 ,3 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
86 L,1255 ,3 ,3 Bathrooms,Perungalathur,RP Perungalathur,Under Construction
49 L,822 ,2 ,1 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Ready to move
1.06 Cr,1410 ,3 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
1.1 Cr,1770 ,3 ,3 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
30.6 L,1118 ,2 ,2 Bathrooms,Perungalathur,nan,Ready to move
40.96 L,858 ,2 ,2 Bathrooms,Perungalathur,Isha Santhosham,Under Construction
73 L,1070 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Ready to move
85 L,1170 ,3 ,3 Bathrooms,Perungalathur,nan,Under Construction
26.94 L,643 ,1 ,1 Bathrooms,Perungalathur,L and T SSM Nagar,Ready to move
68 L,1005 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
1.2 Cr,1730 ,3 ,nan,Perungalathur,Shriprop Park 63 Phase 2A,Under Construction
45.54 L,1047 ,2 ,nan,Perungalathur,Ruby Royal Tower,Under Construction
58.21 L,824 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
45.54 L,1047 ,2 ,nan,Perungalathur,Ruby Royal Tower,Under Construction
61.24 L,1408 ,3 ,nan,Perungalathur,Ruby Royal Tower,Under Construction
75 L,1080 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
54.88 L,900 ,2 ,nan,Perungalathur,Shah Paradise,Under Construction
94.4 L,1890 ,3 ,nan,Perungalathur,Shriprop Park 63 Phase 2A,Under Construction
69.58 L,1005 ,2 ,2 Bathrooms,Perungalathur,nan,Under Construction
63 L,950 ,2 ,2 Bathrooms,Perungalathur,TVS Green Acres,Under Construction
50 L,822 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
75 L,1200 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
53 L,954 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
62 L,1005 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
57 L,822 ,2 ,2 Bathrooms,Perungalathur,RP Perungalathur,Under Construction
69 L,1225 ,2 ,1 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Ready to move
38 L,790 ,2 ,2 Bathrooms,Perungalathur,Isha Santhosham,Under Construction
54.88 L,900 ,2 ,nan,Perungalathur,Shah Paradise,Under Construction
40.45 L,861 ,2 ,2 Bathrooms,Perungalathur,nan,Ready to move
82.3 L,1405 ,3 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
47.35 L,956 ,2 ,2 Bathrooms,Perungalathur,Shah Paradise,Under Construction
1.17 Cr,1890 ,3 ,3 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
1.28 Cr,2140 ,3 ,nan,Perungalathur,Shriram Park 63,Under Construction
1.4 Cr,1890 ,3 ,nan,Perungalathur,Shriprop Park 63 Phase 2A,Under Construction
94 L,1400 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
56.31 L,1310 ,3 ,nan,Perungalathur,L and T SSM Nagar,Ready to move
39.1 L,841 ,2 ,2 Bathrooms,Perungalathur,TVS Green Acres,Under Construction
62 L,1030 ,3 ,2 Bathrooms,Perungalathur,nan,Ready to move
1.26 Cr,1840 ,3 ,3 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
75 L,1225 ,3 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
45 L,565 ,1 ,2 Bathrooms,Perungalathur,nan,Under Construction
1.2 Cr,1800 ,3 ,nan,Perungalathur,Shriram Park 63,Under Construction
57.72 L,955 ,2 ,nan,Perungalathur,Shah Paradise,Under Construction
1 Cr,1410 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
86.41 L,1730 ,3 ,nan,Perungalathur,Shriprop Park 63 Phase 2A,Under Construction
1 Cr,1770 ,3 ,3 Bathrooms,Perungalathur,Shriram Park 63,Ready to move
58 L,640 ,1 ,1 Bathrooms,Perungalathur,Shriram Park 63,Ready to move
85 L,1375 ,2 ,2 Bathrooms,Perungalathur,nan,Ready to move
69 L,1225 ,3 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
60 L,957 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
41.01 L,900 ,2 ,2 Bathrooms,Perungalathur,Isha Santhosham,Under Construction
57.72 L,955 ,2 ,nan,Perungalathur,Shah Paradise,Under Construction
42.8 L,911 ,2 ,2 Bathrooms,Perungalathur,nan,Ready to move
1.22 Cr,2095 ,4 ,3 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
44.85 L,910 ,2 ,2 Bathrooms,Perungalathur,Shah Paradise,Under Construction
44 L,695 ,1 ,1 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
63.26 L,1318 ,2 ,3 Bathrooms,Perungalathur,XS Real Centra,Ready to move
94 L,1400 ,2 ,2 Bathrooms,Perungalathur,Shriram Park 63,Under Construction
49 L,990 ,2 ,2 Bathrooms,Perungalathur,Shah Paradise,Under Construction
1.24 Cr,1799 ,3 ,3 Bathrooms,Perungalathur,Shriprop Park 63 Phase 2A,Under Construction
48.72 L,1120 ,2 ,nan,Perungalathur,Ruby Royal Tower,Under Construction
62 L,1030 ,3 ,2 Bathrooms,Perungalathur,nan,Ready to move
58.08 L,822 ,2 ,2 Bathrooms,Perungalathur,nan,Under Construction
69.6 L,1200 ,3 ,3 Bathrooms,Perungalathur,nan,Ready to move
62 L,950 ,2 ,2 Bathrooms,Perungalathur,TVS Emerald Atrium At Green Acres,Under Construction
29.86 L,610 ,1 ,1 Bathrooms,Perungalathur,Shriram Park 63 At Shriram The Gateway,Ready to move
75.17 L,1505 ,2 ,nan,Perungalathur,Shriprop Park 63 Phase 2A,Under Construction
78.28 L,1450 ,3 ,nan,Medavakkam,The Nest Icon,Under Construction
70.44 L,1184 ,2 ,nan,Medavakkam,VGK Unity Kingdom,Under Construction
99.81 L,1509 ,3 ,nan,Medavakkam,Malles Ahaana,Under Construction
88.38 L,1607 ,3 ,nan,Medavakkam,EK Alpha,Ready to move
65.54 L,1130 ,2 ,nan,Medavakkam,Pearl Azalea,Under Construction
72.88 L,1350 ,3 ,nan,Medavakkam,The Nest Icon,Under Construction
84.66 L,1423 ,3 ,nan,Medavakkam,VGK Unity Kingdom,Under Construction
79.78 L,1162 ,2 ,nan,Medavakkam,Malles Ahaana,Under Construction
57.25 L,1041 ,2 ,nan,Medavakkam,EK Alpha,Ready to move
74.87 L,1291 ,3 ,nan,Medavakkam,Pearl Azalea,Under Construction
51.02 L,945 ,2 ,nan,Medavakkam,The Nest Icon,Under Construction
70.98 L,1193 ,2 ,nan,Medavakkam,VGK Unity Kingdom,Under Construction
68.8 L,994 ,2 ,nan,Medavakkam,Malles Ahaana,Under Construction
72.6 L,1320 ,3 ,nan,Medavakkam,EK Alpha,Ready to move
64.9 L,1119 ,2 ,nan,Medavakkam,Pearl Azalea,Under Construction
70.72 L,1209 ,3 ,nan,Medavakkam,Pearl Gardenia,Under Construction
27 L,750 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
46.75 L,850 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
67.48 L,1125 ,2 ,nan,Medavakkam,Vasiyam Delight,Under Construction
57.09 L,1038 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
1.9 Cr,1905 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
66.95 L,1030 ,3 ,nan,Medavakkam,GR Vimala Nagar,Under Construction
56 L,1077 ,2 ,2 Bathrooms,Medavakkam,Isha Yara,Ready to move
84.46 L,1153 ,2 ,2 Bathrooms,Medavakkam,Krishna Celesta,Under Construction
29 L,651 ,1 ,1 Bathrooms,Medavakkam,nan,Under Construction
59 L,1096 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
1.12 Cr,1519 ,2 ,2 Bathrooms,Medavakkam,TVS TVS Emerald Aaranya,Under Construction
58 L,1160 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
81.3 L,1220 ,3 ,2 Bathrooms,Medavakkam,nan,Under Construction
59.99 L,1285 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
27 L,450 ,1 ,1 Bathrooms,Medavakkam,nan,Ready to move
64.2 L,1189 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
66.51 L,1170 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
54 L,1061 ,2 ,nan,Medavakkam,Casa Grand Zenith,Ready to move
43.35 L,834 ,2 ,nan,Medavakkam,Logesh Sivaposanam Castle,Ready to move
71.58 L,1390 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
59.37 L,1466 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith,Under Construction
45 L,880 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
74.04 L,1157 ,2 ,nan,Medavakkam,Krishna Celesta,Under Construction
45 L,871 ,2 ,2 Bathrooms,Medavakkam,Casa Grand Zenith,Under Construction
29.3 L,651 ,1 ,1 Bathrooms,Medavakkam,Ozone Greens,Ready to move
65.94 L,1360 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith Phase II,Under Construction
90 L,1704 ,3 ,3 Bathrooms,Medavakkam,Ozone Greens,Ready to move
72.58 L,1020 ,3 ,2 Bathrooms,Medavakkam,nan,Under Construction
67 L,1489 ,2 ,nan,Medavakkam,Ozone Greens,Ready to move
1.1 Cr,1334 ,3 ,3 Bathrooms,Medavakkam,nan,Under Construction
58 L,1070 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
38 L,850 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
76 L,1425 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
55 L,1154 ,3 ,2 Bathrooms,Medavakkam,Antony Trend,Ready to move
68.82 L,1147 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
45 L,1010 ,2 ,2 Bathrooms,Medavakkam,Rajparis Crystal Spring II,Ready to move
95.95 L,1441 ,3 ,nan,Medavakkam,Sri Ayyan Royal,Under Construction
63.09 L,939 ,2 ,2 Bathrooms,Medavakkam,Oliyas Serenity,Ready to move
70 L,1420 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith Phase II,Under Construction
55 L,1110 ,3 ,2 Bathrooms,Medavakkam,nan,Ready to move
65 L,1500 ,3 ,3 Bathrooms,Medavakkam,nan,Under Construction
65.55 L,1150 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
40.42 L,860 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
70.88 L,1425 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith,Under Construction
26.38 L,775 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
60.12 L,1002 ,2 ,2 Bathrooms,Medavakkam,Mithun Homes,Ready to move
72 L,1360 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith,Under Construction
66.62 L,1360 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith,Ready to move
40 L,1000 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
1.06 Cr,1799 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith,Under Construction
92 L,1799 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith,Under Construction
80 L,1155 ,2 ,2 Bathrooms,Medavakkam,Krishna Celesta,Under Construction
45.83 L,890 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
1.2 Cr,2154 ,4 ,3 Bathrooms,Medavakkam,nan,Ready to move
68 L,1280 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
51 L,883 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
75 L,1360 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
46.75 L,850 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
52.8 L,880 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
55 L,1090 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
57.91 L,990 ,2 ,nan,Medavakkam,Pearl Gardenia,Under Construction
73.98 L,1156 ,2 ,nan,Medavakkam,Krishna Celesta,Under Construction
71.5 L,1050 ,2 ,nan,Medavakkam,Sri Ayyan Royal,Under Construction
55.33 L,1025 ,2 ,nan,Medavakkam,The Nest Icon,Under Construction
71.99 L,1360 ,3 ,nan,Medavakkam,Casa Grand Zenith,Ready to move
54.81 L,1015 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
71.84 L,1153 ,2 ,nan,Medavakkam,Vasiyam Serene,Under Construction
70.92 L,1192 ,2 ,nan,Medavakkam,VGK Unity Kingdom,Under Construction
56.6 L,840 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
48.5 L,1002 ,2 ,2 Bathrooms,Medavakkam,Casa Grand Zenith Phase II,Under Construction
55 L,950 ,2 ,2 Bathrooms,Medavakkam,nan,Under Construction
75.28 L,1298 ,3 ,nan,Medavakkam,Pearl Azalea,Under Construction
67.51 L,1211 ,3 ,3 Bathrooms,Medavakkam,nan,Ready to move
55.25 L,850 ,2 ,nan,Medavakkam,GR Vimala Nagar,Under Construction
68.62 L,991 ,2 ,nan,Medavakkam,Malles Ahaana,Under Construction
61.86 L,1360 ,3 ,3 Bathrooms,Medavakkam,nan,Under Construction
60.6 L,1010 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
60 L,1048 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
54.28 L,987 ,2 ,nan,Medavakkam,EK Alpha,Ready to move
57 L,1095 ,3 ,2 Bathrooms,Medavakkam,nan,Under Construction
45.18 L,779 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
55 L,1005 ,2 ,2 Bathrooms,Medavakkam,Rohaan Tower,Ready to move
53.24 L,986 ,2 ,2 Bathrooms,Medavakkam,nan,Ready to move
81.42 L,1790 ,3 ,3 Bathrooms,Medavakkam,Casa Grand Zenith,Under Construction
77 L,1208 ,3 ,2 Bathrooms,Porur,TVS Smart Homes At Green Enclave,Under Construction
88.81 L,1178 ,2 ,nan,Porur,SB Apsara Greens,Ready to move
64.8 L,864 ,2 ,nan,Porur,MS Charan Harmony,Under Construction
62 L,860 ,2 ,2 Bathrooms,Porur,TVS Smart Homes At Green Enclave,Under Construction
86.3 L,1143 ,2 ,nan,Porur,SB Apsara Greens,Ready to move
98 L,1565 ,3 ,2 Bathrooms,Porur,TVS Smart Homes At Green Enclave,Under Construction
91.91 L,1221 ,2 ,nan,Porur,SB Apsara Greens,Ready to move
85 L,1071 ,2 ,2 Bathrooms,Porur,Sidharth Upscale,Ready to move
47 L,950 ,2 ,2 Bathrooms,Porur,nan,Ready to move
54.75 L,800 ,2 ,2 Bathrooms,Porur,nan,Under Construction
66 L,1150 ,3 ,2 Bathrooms,Porur,Fomra Hues,Ready to move
46 L,989 ,2 ,2 Bathrooms,Porur,Shree BT Garden,Ready to move
99.6 L,1225 ,3 ,3 Bathrooms,Porur,Urban Amaze,Under Construction
32 L,908 ,1 ,1 Bathrooms,Porur,ETA Verde,Ready to move
64 L,860 ,2 ,2 Bathrooms,Porur,TVS Smart Homes At Green Enclave,Under Construction
67.54 L,986 ,2 ,2 Bathrooms,Porur,nan,Under Construction
67 L,923 ,2 ,2 Bathrooms,Porur,Urban Amaze,Under Construction
72 L,959 ,2 ,2 Bathrooms,Porur,nan,Under Construction
40.04 L,890 ,2 ,2 Bathrooms,Porur,nan,Ready to move
85 L,950 ,2 ,2 Bathrooms,Porur,nan,Ready to move
59 L,860 ,2 ,2 Bathrooms,Porur,nan,Under Construction
1.01 Cr,1220 ,3 ,2 Bathrooms,Porur,nan,Under Construction
59.8 L,1150 ,3 ,2 Bathrooms,Porur,Sri Vari Flats,Ready to move
95 L,965 ,2 ,nan,Porur,Urban Amaze,Under Construction
1.08 Cr,1527 ,3 ,3 Bathrooms,Porur,Fomra Hues,Under Construction
93 L,1287 ,3 ,3 Bathrooms,Porur,Urban Amaze,Under Construction
95 L,965 ,3 ,2 Bathrooms,Porur,Urban Amaze,Under Construction
77 L,971 ,3 ,2 Bathrooms,Porur,Urban Amaze,Under Construction
76 L,1115 ,2 ,2 Bathrooms,Porur,SPRRG Osian Chlorophyll,Ready to move
1.02 Cr,1542 ,3 ,nan,Porur,TVS Smart Homes At Green Enclave,Under Construction
78.11 L,1085 ,3 ,3 Bathrooms,Porur,Urban Amaze,Under Construction
66 L,1091 ,2 ,2 Bathrooms,Porur,nan,Ready to move
81 L,1231 ,3 ,2 Bathrooms,Porur,TVS Smart Homes At Green Enclave,Under Construction
66 L,950 ,2 ,2 Bathrooms,Porur,Fomra Hues,Under Construction
92.66 L,957 ,3 ,3 Bathrooms,Porur,nan,Under Construction
66.8 L,864 ,2 ,2 Bathrooms,Porur,nan,Under Construction
68 L,898 ,2 ,2 Bathrooms,Porur,nan,Ready to move
53 L,923 ,2 ,2 Bathrooms,Porur,Urban Amaze,Under Construction
71.86 L,1002 ,2 ,1 Bathrooms,Porur,Fomra Hues,Ready to move
59 L,878 ,2 ,2 Bathrooms,Porur,nan,Under Construction
1.06 Cr,1268 ,3 ,3 Bathrooms,Porur,Urban Amaze,Under Construction
1.17 Cr,1775 ,3 ,nan,Porur,SPRRG Osian Chlorophyll,Ready to move
1.03 Cr,1533 ,3 ,3 Bathrooms,Porur,nan,Ready to move
29 L,328 ,1 ,1 Bathrooms,Porur,nan,Under Construction
1.34 Cr,1990 ,4 ,4 Bathrooms,Porur,TVS Smart Homes At Green Enclave,Under Construction
92.6 L,1287 ,3 ,3 Bathrooms,Porur,Urban Amaze,Under Construction
81.6 L,1027 ,2 ,2 Bathrooms,Porur,Urban Amaze,Under Construction
1.1 Cr,1984 ,3 ,3 Bathrooms,Porur,TVS Smart Homes At Green Enclave,Under Construction
75 L,864 ,2 ,1 Bathrooms,Porur,nan,Under Construction
90 L,1300 ,2 ,2 Bathrooms,Porur,BBCL BBC City Paark,Ready to move
